job_id,salary_bin
JOB-2019-0003896,4
JOB-2019-0002193,0
JOB-2019-0003801,8
JOB-2019-0010775,0
JOB-2019-0002452,6
JOB-2019-0000214,6
JOB-2019-0000494,9
JOB-2019-0019172,8
JOB-2019-0005011,9
JOB-2019-0009908,4
JOB-2019-0003050,9
JOB-2019-0001470,3
JOB-2019-0012191,6
JOB-2019-0008053,9
JOB-2019-0006143,1
JOB-2019-0019236,3
JOB-2019-0005421,6
JOB-2019-0002473,6
JOB-2019-0009103,9
JOB-2019-0008604,3
JOB-2019-0004919,8
JOB-2019-0002854,4
JOB-2019-0006413,3
JOB-2019-0016932,1
JOB-2019-0015761,4
JOB-2019-0011812,0
JOB-2019-0019437,6
JOB-2019-0015970,6
JOB-2019-0007894,9
JOB-2019-0014079,0
JOB-2019-0012101,0
JOB-2019-0019966,4
JOB-2019-0015853,9
JOB-2019-0007818,4
JOB-2019-0007227,9
JOB-2019-0003518,3
JOB-2019-0017552,6
JOB-2019-0011647,0
JOB-2019-0016353,2
JOB-2019-0009032,9
JOB-2019-0014660,0
JOB-2019-0019507,2
JOB-2019-0013959,6
JOB-2019-0010474,1
JOB-2019-0019091,6
JOB-2019-0001143,9
JOB-2019-0002908,2
JOB-2019-0019181,4
JOB-2019-0006540,1
JOB-2019-0005061,1
JOB-2019-0014318,1
JOB-2019-0003810,9
JOB-2019-0011095,0
JOB-2019-0005369,8
JOB-2019-0015765,3
JOB-2019-0019120,4
JOB-2019-0010859,0
JOB-2019-0004498,1
JOB-2019-0017800,1
JOB-2019-0020242,3
JOB-2019-0017393,7
JOB-2019-0012154,8
JOB-2019-0005436,0
JOB-2019-0008266,1
JOB-2019-0017919,8
JOB-2019-0012123,6
JOB-2019-0001412,1
JOB-2019-0007815,8
JOB-2019-0002779,0
JOB-2019-0002781,6
JOB-2019-0018400,0
JOB-2019-0015492,4
JOB-2019-0016722,9
JOB-2019-0019044,1
JOB-2019-0006952,1
JOB-2019-0001845,4
JOB-2019-0016982,9
JOB-2019-0008471,6
JOB-2019-0019889,6
JOB-2019-0015656,2
JOB-2019-0014872,8
JOB-2019-0015475,0
JOB-2019-0018175,0
JOB-2019-0003604,0
JOB-2019-0016677,0
JOB-2019-0006381,9
JOB-2019-0006417,9
JOB-2019-0019846,9
JOB-2019-0018770,6
JOB-2019-0011394,9
JOB-2019-0020189,1
JOB-2019-0012424,9
JOB-2019-0014867,3
JOB-2019-0000873,6
JOB-2019-0016704,9
JOB-2019-0012947,0
JOB-2019-0018815,0
JOB-2019-0006407,6
JOB-2019-0004584,4
JOB-2019-0014656,6
JOB-2019-0005497,7
JOB-2019-0005405,2
JOB-2019-0002457,0
JOB-2019-0007864,6
JOB-2019-0011542,7
JOB-2019-0009047,1
JOB-2019-0010935,0
JOB-2019-0008208,2
JOB-2019-0011422,1
JOB-2019-0012770,6
JOB-2019-0014901,1
JOB-2019-0001138,9
JOB-2019-0001953,9
JOB-2019-0014582,2
JOB-2019-0002951,6
JOB-2019-0015225,6
JOB-2019-0014264,4
JOB-2019-0010153,1
JOB-2019-0001847,6
JOB-2019-0007621,4
JOB-2019-0004385,9
JOB-2019-0014041,0
JOB-2019-0012742,6
JOB-2019-0002590,6
JOB-2019-0018106,8
JOB-2019-0015836,1
JOB-2019-0002625,7
JOB-2019-0012177,0
JOB-2019-0001076,1
JOB-2019-0019473,2
JOB-2019-0002280,0
JOB-2019-0003603,0
JOB-2019-0001183,6
JOB-2019-0001938,2
JOB-2019-0005275,2
JOB-2019-0011058,2
JOB-2019-0019344,0
JOB-2019-0001427,1
JOB-2019-0013305,1
JOB-2019-0003562,4
JOB-2019-0013928,9
JOB-2019-0007429,0
JOB-2019-0006256,9
JOB-2019-0002125,0
JOB-2019-0015320,1
JOB-2019-0007186,9
JOB-2019-0015581,2
JOB-2019-0006746,9
JOB-2019-0005844,9
JOB-2019-0019932,9
JOB-2019-0008304,0
JOB-2019-0004823,8
JOB-2019-0000022,3
JOB-2019-0007941,9
JOB-2019-0016695,8
JOB-2019-0019671,0
JOB-2019-0008962,1
JOB-2019-0007374,3
JOB-2019-0013812,9
JOB-2019-0010924,6
JOB-2019-0007126,9
JOB-2019-0010573,7
JOB-2019-0005403,0
JOB-2019-0001027,9
JOB-2019-0007504,4
JOB-2019-0007093,9
JOB-2019-0004566,1
JOB-2019-0012026,6
JOB-2019-0011519,2
JOB-2019-0007697,2
JOB-2019-0001195,9
JOB-2019-0006140,6
JOB-2019-0008811,4
JOB-2019-0010601,9
JOB-2019-0010794,8
JOB-2019-0008283,3
JOB-2019-0015089,2
JOB-2019-0019346,6
JOB-2019-0016547,9
JOB-2019-0010722,2
JOB-2019-0000581,3
JOB-2019-0014882,0
JOB-2019-0011030,4
JOB-2019-0006007,6
JOB-2019-0012121,3
JOB-2019-0007200,9
JOB-2019-0015939,9
JOB-2019-0015934,2
JOB-2019-0015352,3
JOB-2019-0015160,6
JOB-2019-0006207,2
JOB-2019-0008776,1
JOB-2019-0012096,1
JOB-2019-0019215,2
JOB-2019-0019780,0
JOB-2019-0009995,4
JOB-2019-0017162,5
JOB-2019-0016907,7
JOB-2019-0005685,9
JOB-2019-0002465,8
JOB-2019-0006630,3
JOB-2019-0016657,3
JOB-2019-0016147,0
JOB-2019-0009924,2
JOB-2019-0016012,1
JOB-2019-0007376,9
JOB-2019-0001079,0
JOB-2019-0005899,0
JOB-2019-0019658,4
JOB-2019-0005151,2
JOB-2019-0020138,9
JOB-2019-0011627,9
JOB-2019-0004107,9
JOB-2019-0017728,9
JOB-2019-0017305,8
JOB-2019-0010015,5
JOB-2019-0002694,3
JOB-2019-0003273,2
JOB-2019-0012885,6
JOB-2019-0005605,2
JOB-2019-0011215,0
JOB-2019-0019525,9
JOB-2019-0002754,6
JOB-2019-0008234,9
JOB-2019-0004302,9
JOB-2019-0013279,9
JOB-2019-0011529,4
JOB-2019-0000670,9
JOB-2019-0009097,6
JOB-2019-0015670,6
JOB-2019-0004675,0
JOB-2019-0000564,3
JOB-2019-0018372,5
JOB-2019-0018666,9
JOB-2019-0015307,3
JOB-2019-0017647,2
JOB-2019-0006304,7
JOB-2019-0019985,1
JOB-2019-0014798,1
JOB-2019-0016082,0
JOB-2019-0006877,3
JOB-2019-0015526,9
JOB-2019-0005615,6
JOB-2019-0002438,2
JOB-2019-0018515,9
JOB-2019-0011604,7
JOB-2019-0001997,9
JOB-2019-0019237,8
JOB-2019-0016283,2
JOB-2019-0020194,9
JOB-2019-0005789,9
JOB-2019-0006995,0
JOB-2019-0016673,0
JOB-2019-0003660,4
JOB-2019-0017834,9
JOB-2019-0018292,2
JOB-2019-0007799,9
JOB-2019-0011025,6
JOB-2019-0017810,9
JOB-2019-0015290,8
JOB-2019-0010317,7
JOB-2019-0004824,4
JOB-2019-0002901,1
JOB-2019-0017334,3
JOB-2019-0012781,3
JOB-2019-0017197,9
JOB-2019-0006300,2
JOB-2019-0013455,9
JOB-2019-0016950,4
JOB-2019-0009645,2
JOB-2019-0007919,9
JOB-2019-0012434,9
JOB-2019-0005957,0
JOB-2019-0014206,3
JOB-2019-0009763,3
JOB-2019-0010107,1
JOB-2019-0007066,6
JOB-2019-0001248,2
JOB-2019-0019638,0
JOB-2019-0007736,3
JOB-2019-0006513,3
JOB-2019-0013093,9
JOB-2019-0017049,1
JOB-2019-0000859,6
JOB-2019-0010248,1
JOB-2019-0001306,9
JOB-2019-0007718,6
JOB-2019-0016174,1
JOB-2019-0005298,1
JOB-2019-0008877,2
JOB-2019-0016387,1
JOB-2019-0017488,0
JOB-2019-0007720,3
JOB-2019-0016723,6
JOB-2019-0014013,6
JOB-2019-0015379,4
JOB-2019-0006254,0
JOB-2019-0016018,7
JOB-2019-0003242,6
JOB-2019-0003761,8
JOB-2019-0000207,9
JOB-2019-0013274,6
JOB-2019-0011523,9
JOB-2019-0017912,1
JOB-2019-0001268,0
JOB-2019-0006467,0
JOB-2019-0007062,9
JOB-2019-0008039,4
JOB-2019-0012353,1
JOB-2019-0001364,6
JOB-2019-0006991,0
JOB-2019-0004759,7
JOB-2019-0015480,6
JOB-2019-0008439,2
JOB-2019-0011057,6
JOB-2019-0007039,0
JOB-2019-0001798,3
JOB-2019-0008110,4
JOB-2019-0004164,3
JOB-2019-0015625,1
JOB-2019-0002543,7
JOB-2019-0007267,9
JOB-2019-0010535,6
JOB-2019-0008824,0
JOB-2019-0004467,4
JOB-2019-0017276,9
JOB-2019-0008086,0
JOB-2019-0013137,8
JOB-2019-0016108,0
JOB-2019-0009465,4
JOB-2019-0015241,4
JOB-2019-0014260,0
JOB-2019-0016384,0
JOB-2019-0018382,2
JOB-2019-0014150,0
JOB-2019-0012889,9
JOB-2019-0008809,3
JOB-2019-0006472,3
JOB-2019-0003443,9
JOB-2019-0001833,6
JOB-2019-0012776,1
JOB-2019-0013781,6
JOB-2019-0005603,0
JOB-2019-0017367,2
JOB-2019-0008482,7
JOB-2019-0005190,7
JOB-2019-0019521,7
JOB-2019-0003478,4
JOB-2019-0017756,3
JOB-2019-0002366,3
JOB-2019-0003388,0
JOB-2019-0009510,0
JOB-2019-0008237,1
JOB-2019-0010038,3
JOB-2019-0014569,0
JOB-2019-0017096,2
JOB-2019-0008768,9
JOB-2019-0014431,6
JOB-2019-0001853,1
JOB-2019-0003360,9
JOB-2019-0007262,6
JOB-2019-0007561,9
JOB-2019-0016852,9
JOB-2019-0010407,9
JOB-2019-0013102,0
JOB-2019-0000304,1
JOB-2019-0019199,0
JOB-2019-0009447,6
JOB-2019-0014661,6
JOB-2019-0020029,9
JOB-2019-0013911,2
JOB-2019-0011581,6
JOB-2019-0009626,2
JOB-2019-0018188,9
JOB-2019-0014522,2
JOB-2019-0007916,9
JOB-2019-0003047,6
JOB-2019-0003942,4
JOB-2019-0007234,1
JOB-2019-0002217,6
JOB-2019-0006271,1
JOB-2019-0003574,0
JOB-2019-0000407,0
JOB-2019-0014163,6
JOB-2019-0009877,9
JOB-2019-0007563,4
JOB-2019-0005753,6
JOB-2019-0003404,9
JOB-2019-0010745,8
JOB-2019-0016505,6
JOB-2019-0002982,9
JOB-2019-0008037,0
JOB-2019-0008219,8
JOB-2019-0017910,8
JOB-2019-0019986,9
JOB-2019-0005711,0
JOB-2019-0009514,9
JOB-2019-0007413,2
JOB-2019-0009039,1
JOB-2019-0018424,1
JOB-2019-0020133,9
JOB-2019-0011472,7
JOB-2019-0002340,0
JOB-2019-0002676,0
JOB-2019-0006291,9
JOB-2019-0003220,8
JOB-2019-0008632,6
JOB-2019-0003601,7
JOB-2019-0018376,2
JOB-2019-0011485,1
JOB-2019-0016355,9
JOB-2019-0009191,6
JOB-2019-0011995,9
JOB-2019-0003647,3
JOB-2019-0003474,9
JOB-2019-0010135,9
JOB-2019-0011415,6
JOB-2019-0010154,3
JOB-2019-0002560,1
JOB-2019-0014828,6
JOB-2019-0017182,8
JOB-2019-0008464,9
JOB-2019-0013905,7
JOB-2019-0018358,2
JOB-2019-0011895,0
JOB-2019-0004900,0
JOB-2019-0007010,8
JOB-2019-0006842,4
JOB-2019-0010179,9
JOB-2019-0002839,3
JOB-2019-0013394,1
JOB-2019-0000271,9
JOB-2019-0004911,6
JOB-2019-0009586,8
JOB-2019-0006139,1
JOB-2019-0003978,7
JOB-2019-0014098,0
JOB-2019-0010007,0
JOB-2019-0015030,3
JOB-2019-0010112,9
JOB-2019-0011412,0
JOB-2019-0014194,6
JOB-2019-0010051,6
JOB-2019-0014994,3
JOB-2019-0018271,1
JOB-2019-0010034,2
JOB-2019-0018217,0
JOB-2019-0013776,9
JOB-2019-0012691,6
JOB-2019-0007696,0
JOB-2019-0007981,0
JOB-2019-0017519,4
JOB-2019-0006854,0
JOB-2019-0008883,0
JOB-2019-0017671,3
JOB-2019-0016086,8
JOB-2019-0001565,9
JOB-2019-0012665,3
JOB-2019-0007251,8
JOB-2019-0010157,1
JOB-2019-0005480,8
JOB-2019-0009207,6
JOB-2019-0009421,9
JOB-2019-0008410,1
JOB-2019-0012053,9
JOB-2019-0007369,6
JOB-2019-0001843,1
JOB-2019-0009653,9
JOB-2019-0003556,9
JOB-2019-0008069,3
JOB-2019-0008951,9
JOB-2019-0003705,9
JOB-2019-0014754,4
JOB-2019-0016398,0
JOB-2019-0007892,3
JOB-2019-0006800,8
JOB-2019-0012455,3
JOB-2019-0008036,9
JOB-2019-0015865,4
JOB-2019-0010894,3
JOB-2019-0011856,4
JOB-2019-0004480,4
JOB-2019-0018139,3
JOB-2019-0000737,3
JOB-2019-0004495,9
JOB-2019-0001719,9
JOB-2019-0014547,7
JOB-2019-0003958,6
JOB-2019-0013264,3
JOB-2019-0011859,0
JOB-2019-0018571,0
JOB-2019-0009095,3
JOB-2019-0011198,9
JOB-2019-0014391,1
JOB-2019-0003392,8
JOB-2019-0002119,7
JOB-2019-0010097,0
JOB-2019-0008929,3
JOB-2019-0019372,0
JOB-2019-0008843,9
JOB-2019-0012092,8
JOB-2019-0002621,1
JOB-2019-0015553,9
JOB-2019-0001806,0
JOB-2019-0013255,6
JOB-2019-0015141,6
JOB-2019-0004462,9
JOB-2019-0007564,1
JOB-2019-0011410,8
JOB-2019-0008615,0
JOB-2019-0001615,9
JOB-2019-0019351,0
JOB-2019-0012304,0
JOB-2019-0003671,5
JOB-2019-0006795,7
JOB-2019-0007134,8
JOB-2019-0012162,9
JOB-2019-0011374,3
JOB-2019-0015703,4
JOB-2019-0011403,9
JOB-2019-0000480,0
JOB-2019-0014785,7
JOB-2019-0005375,1
JOB-2019-0005491,0
JOB-2019-0004800,9
JOB-2019-0010394,9
JOB-2019-0015889,4
JOB-2019-0019767,9
JOB-2019-0011516,2
JOB-2019-0009882,6
JOB-2019-0001523,9
JOB-2019-0012779,6
JOB-2019-0009911,4
JOB-2019-0003310,0
JOB-2019-0013608,1
JOB-2019-0005218,6
JOB-2019-0013841,6
JOB-2019-0018965,2
JOB-2019-0006286,1
JOB-2019-0006245,0
JOB-2019-0016746,3
JOB-2019-0013261,6
JOB-2019-0004679,6
JOB-2019-0010009,9
JOB-2019-0019157,0
JOB-2019-0016268,0
JOB-2019-0016440,3
JOB-2019-0007443,9
JOB-2019-0005722,9
JOB-2019-0010495,9
JOB-2019-0000117,0
JOB-2019-0002595,6
JOB-2019-0006468,4
JOB-2019-0007925,0
JOB-2019-0010741,9
JOB-2019-0009467,6
JOB-2019-0012213,6
JOB-2019-0012111,9
JOB-2019-0009706,9
JOB-2019-0003195,9
JOB-2019-0014188,3
JOB-2019-0003822,9
JOB-2019-0011549,4
JOB-2019-0008513,2
JOB-2019-0013462,8
JOB-2019-0018107,3
JOB-2019-0005782,1
JOB-2019-0018694,3
JOB-2019-0001898,3
JOB-2019-0017125,2
JOB-2019-0020262,3
JOB-2019-0019129,8
JOB-2019-0007476,3
JOB-2019-0009381,3
JOB-2019-0010541,3
JOB-2019-0009721,1
JOB-2019-0011983,3
JOB-2019-0001808,3
JOB-2019-0005664,9
JOB-2019-0019200,9
JOB-2019-0004133,9
JOB-2019-0010302,0
JOB-2019-0008854,1
JOB-2019-0000622,9
JOB-2019-0008112,3
JOB-2019-0019078,3
JOB-2019-0007120,6
JOB-2019-0006574,0
JOB-2019-0012052,1
JOB-2019-0006958,9
JOB-2019-0006868,2
JOB-2019-0000486,2
JOB-2019-0013791,0
JOB-2019-0007827,0
JOB-2019-0014397,6
JOB-2019-0003694,3
JOB-2019-0005795,4
JOB-2019-0000678,8
JOB-2019-0007752,4
JOB-2019-0015864,6
JOB-2019-0016824,7
JOB-2019-0005095,6
JOB-2019-0012886,6
JOB-2019-0007734,7
JOB-2019-0001643,6
JOB-2019-0002010,7
JOB-2019-0000793,1
JOB-2019-0007541,9
JOB-2019-0008201,8
JOB-2019-0008986,6
JOB-2019-0015009,0
JOB-2019-0002237,9
JOB-2019-0002597,2
JOB-2019-0006932,6
JOB-2019-0013118,9
JOB-2019-0018952,6
JOB-2019-0006933,8
JOB-2019-0017506,3
JOB-2019-0019360,9
JOB-2019-0019840,5
JOB-2019-0008644,1
JOB-2019-0007115,9
JOB-2019-0009739,6
JOB-2019-0010119,0
JOB-2019-0001418,3
JOB-2019-0002582,0
JOB-2019-0009445,4
JOB-2019-0007041,9
JOB-2019-0003843,0
JOB-2019-0010212,0
JOB-2019-0013361,2
JOB-2019-0008931,9
JOB-2019-0009305,9
JOB-2019-0014744,3
JOB-2019-0013863,9
JOB-2019-0006030,6
JOB-2019-0000642,0
JOB-2019-0005860,9
JOB-2019-0010433,6
JOB-2019-0001468,9
JOB-2019-0011970,0
JOB-2019-0007537,0
JOB-2019-0015590,0
JOB-2019-0005526,3
JOB-2019-0014030,2
JOB-2019-0009204,9
JOB-2019-0017585,3
JOB-2019-0003394,6
JOB-2019-0016431,6
JOB-2019-0000818,6
JOB-2019-0001619,2
JOB-2019-0013007,9
JOB-2019-0017088,3
JOB-2019-0013797,9
JOB-2019-0020243,9
JOB-2019-0014957,1
JOB-2019-0007466,3
JOB-2019-0010700,3
JOB-2019-0003148,9
JOB-2019-0019278,9
JOB-2019-0017240,1
JOB-2019-0017629,9
JOB-2019-0007433,3
JOB-2019-0018701,4
JOB-2019-0015300,6
JOB-2019-0016099,5
JOB-2019-0009212,9
JOB-2019-0004812,9
JOB-2019-0009859,4
JOB-2019-0001401,9
JOB-2019-0003468,7
JOB-2019-0005889,2
JOB-2019-0013387,8
JOB-2019-0001490,0
JOB-2019-0007577,3
JOB-2019-0014780,9
JOB-2019-0001583,9
JOB-2019-0010609,6
JOB-2019-0008171,9
JOB-2019-0008331,1
JOB-2019-0014190,0
JOB-2019-0014652,3
JOB-2019-0018637,1
JOB-2019-0000364,2
JOB-2019-0014829,0
JOB-2019-0005091,9
JOB-2019-0011594,9
JOB-2019-0017529,6
JOB-2019-0017556,4
JOB-2019-0009511,9
JOB-2019-0001189,9
JOB-2019-0002653,9
JOB-2019-0017934,0
JOB-2019-0010614,4
JOB-2019-0008715,9
JOB-2019-0011305,1
JOB-2019-0019250,0
JOB-2019-0005740,4
JOB-2019-0004768,1
JOB-2019-0011879,4
JOB-2019-0001975,7
JOB-2019-0017718,1
JOB-2019-0014073,3
JOB-2019-0014809,1
JOB-2019-0005360,1
JOB-2019-0007562,6
JOB-2019-0013834,0
JOB-2019-0004193,8
JOB-2019-0000560,3
JOB-2019-0008818,3
JOB-2019-0016843,8
JOB-2019-0004943,2
JOB-2019-0005186,9
JOB-2019-0010314,3
JOB-2019-0008978,1
JOB-2019-0002837,7
JOB-2019-0007220,9
JOB-2019-0019851,9
JOB-2019-0003505,1
JOB-2019-0007265,6
JOB-2019-0000968,3
JOB-2019-0015998,4
JOB-2019-0009286,8
JOB-2019-0010965,8
JOB-2019-0005301,3
JOB-2019-0008133,6
JOB-2019-0011235,0
JOB-2019-0015334,0
JOB-2019-0008797,8
JOB-2019-0013754,6
JOB-2019-0016024,0
JOB-2019-0007280,4
JOB-2019-0013825,1
JOB-2019-0003336,1
JOB-2019-0017700,3
JOB-2019-0018396,2
JOB-2019-0000796,9
JOB-2019-0014975,0
JOB-2019-0014325,1
JOB-2019-0010341,4
JOB-2019-0012812,0
JOB-2019-0004048,0
JOB-2019-0010522,2
JOB-2019-0016480,6
JOB-2019-0018354,6
JOB-2019-0000141,1
JOB-2019-0016806,9
JOB-2019-0000836,9
JOB-2019-0004921,3
JOB-2019-0013886,9
JOB-2019-0005167,3
JOB-2019-0011184,6
JOB-2019-0007045,3
JOB-2019-0015081,1
JOB-2019-0002365,1
JOB-2019-0019832,2
JOB-2019-0004219,0
JOB-2019-0005256,2
JOB-2019-0020020,0
JOB-2019-0019779,9
JOB-2019-0001671,4
JOB-2019-0007816,6
JOB-2019-0002945,9
JOB-2019-0013334,9
JOB-2019-0011379,8
JOB-2019-0015726,2
JOB-2019-0001641,2
JOB-2019-0001497,9
JOB-2019-0003856,7
JOB-2019-0001655,3
JOB-2019-0015500,0
JOB-2019-0012707,6
JOB-2019-0004171,9
JOB-2019-0009056,0
JOB-2019-0011202,4
JOB-2019-0011009,7
JOB-2019-0007257,9
JOB-2019-0009894,1
JOB-2019-0011429,9
JOB-2019-0005180,4
JOB-2019-0013066,9
JOB-2019-0000487,9
JOB-2019-0015898,0
JOB-2019-0019470,1
JOB-2019-0016631,6
JOB-2019-0005529,9
JOB-2019-0000077,8
JOB-2019-0004980,7
JOB-2019-0004606,6
JOB-2019-0017287,7
JOB-2019-0002718,0
JOB-2019-0016103,3
JOB-2019-0002136,3
JOB-2019-0010679,3
JOB-2019-0007646,2
JOB-2019-0007991,0
JOB-2019-0015105,3
JOB-2019-0018422,8
JOB-2019-0014186,6
JOB-2019-0010559,0
JOB-2019-0016865,2
JOB-2019-0001998,2
JOB-2019-0012031,6
JOB-2019-0014613,9
JOB-2019-0009556,0
JOB-2019-0016468,0
JOB-2019-0012303,9
JOB-2019-0013062,0
JOB-2019-0014021,3
JOB-2019-0007874,1
JOB-2019-0002979,4
JOB-2019-0018832,6
JOB-2019-0001154,0
JOB-2019-0007829,3
JOB-2019-0006277,6
JOB-2019-0017464,4
JOB-2019-0000038,8
JOB-2019-0011494,3
JOB-2019-0001685,2
JOB-2019-0007589,4
JOB-2019-0002239,0
JOB-2019-0018625,6
JOB-2019-0000583,6
JOB-2019-0010809,0
JOB-2019-0000739,6
JOB-2019-0000656,6
JOB-2019-0020012,6
JOB-2019-0019353,8
JOB-2019-0006839,3
JOB-2019-0013203,9
JOB-2019-0017475,9
JOB-2019-0018371,0
JOB-2019-0009639,4
JOB-2019-0000629,8
JOB-2019-0010979,6
JOB-2019-0009883,9
JOB-2019-0014331,6
JOB-2019-0018940,9
JOB-2019-0019900,4
JOB-2019-0013484,3
JOB-2019-0014727,7
JOB-2019-0003725,9
JOB-2019-0013690,6
JOB-2019-0011186,6
JOB-2019-0006389,6
JOB-2019-0013986,0
JOB-2019-0003231,9
JOB-2019-0014121,8
JOB-2019-0018835,0
JOB-2019-0010958,0
JOB-2019-0005073,1
JOB-2019-0012684,0
JOB-2019-0010703,8
JOB-2019-0008983,2
JOB-2019-0013044,7
JOB-2019-0009767,0
JOB-2019-0001089,4
JOB-2019-0004431,9
JOB-2019-0019625,1
JOB-2019-0008181,2
JOB-2019-0012351,8
JOB-2019-0004563,8
JOB-2019-0017435,1
JOB-2019-0011310,6
JOB-2019-0014344,0
JOB-2019-0008938,6
JOB-2019-0016714,0
JOB-2019-0017903,6
JOB-2019-0008671,4
JOB-2019-0011914,8
